d_code;d_name;s_name;s_value
677;Smoking or tobacco addiction;Sinus congestion;4
677;Smoking or tobacco addiction;Hemoptysis;3
678;Sprain or strain;Back pain;65
678;Sprain or strain;Neck pain;55
678;Sprain or strain;Ankle pain;46
678;Sprain or strain;Knee pain;45
678;Sprain or strain;Low back pain;44
678;Sprain or strain;Shoulder pain;42
678;Sprain or strain;Leg pain;33
678;Sprain or strain;Foot or toe pain;30
678;Sprain or strain;Headache;25
678;Sprain or strain;Wrist pain;24
678;Sprain or strain;Hand or finger pain;21
678;Sprain or strain;Arm pain;20
679;Essential tremor;Abnormal involuntary movements;95
679;Essential tremor;Problems with movement;35
679;Essential tremor;Headache;30
679;Essential tremor;Dizziness;30
679;Essential tremor;Seizures;21
679;Essential tremor;Loss of sensation;21
679;Essential tremor;Disturbance of memory;18
679;Essential tremor;Muscle pain;10
679;Essential tremor;Painful sinuses;5
679;Essential tremor;Arm stiffness or tightness;5
679;Essential tremor;Hoarse voice;5
679;Essential tremor;Fears and phobias;5
680;Open wound of the ear;Ear pain;65
680;Open wound of the ear;Bleeding from ear;32
680;Open wound of the ear;Fluid in ear;21
680;Open wound of the ear;Facial pain;12
680;Open wound of the ear;Disturbance of memory;12
680;Open wound of the ear;Symptoms of eye;6
680;Open wound of the ear;Dry lips;6
680;Open wound of the ear;Plugged feeling in ear;6
680;Open wound of the ear;Ringing in ear;6
681;Foreign body in the nose;Nasal congestion;26
681;Foreign body in the nose;Coughing up sputum;8
681;Foreign body in the nose;Nosebleed;8
681;Foreign body in the nose;Regurgitation;8
681;Foreign body in the nose;Redness in or around nose;8
682;Idiopathic painful menstruation;Painful menstruation;69
682;Idiopathic painful menstruation;Sharp abdominal pain;64
682;Idiopathic painful menstruation;Pelvic pain;44
682;Idiopathic painful menstruation;Heavy menstrual flow;40
682;Idiopathic painful menstruation;Lower abdominal pain;33
682;Idiopathic painful menstruation;Cramps and spasms;29
682;Idiopathic painful menstruation;Long menstrual periods;21
682;Idiopathic painful menstruation;Unpredictable menstruation;17
682;Idiopathic painful menstruation;Blood clots during menstrual periods;13
682;Idiopathic painful menstruation;Absence of menstruation;9
682;Idiopathic painful menstruation;Vaginal discharge;9
682;Idiopathic painful menstruation;Vaginal itching;8
683;Down syndrome;Fever;35
683;Down syndrome;Nasal congestion;35
683;Down syndrome;Cough;32
683;Down syndrome;Seizures;24
683;Down syndrome;Decreased appetite;17
683;Down syndrome;Lack of growth;13
683;Down syndrome;Temper problems;13
683;Down syndrome;Fluid in ear;9
683;Down syndrome;Apnea;9
683;Down syndrome;Difficulty speaking;9
683;Down syndrome;Difficulty in swallowing;9
683;Down syndrome;Infant feeding problem;9
684;Idiopathic infrequent menstruation;Unpredictable menstruation;69
684;Idiopathic infrequent menstruation;Painful menstruation;37
684;Idiopathic infrequent menstruation;Vaginal discharge;37
684;Idiopathic infrequent menstruation;Sharp abdominal pain;37
684;Idiopathic infrequent menstruation;Scanty menstrual flow;37
684;Idiopathic infrequent menstruation;Nausea;28
684;Idiopathic infrequent menstruation;Infrequent menstruation;28
684;Idiopathic infrequent menstruation;Infertility;28
684;Idiopathic infrequent menstruation;Absence of menstruation;28
684;Idiopathic infrequent menstruation;Pain or soreness of breast;16
684;Idiopathic infrequent menstruation;Frequent urination;16
684;Idiopathic infrequent menstruation;Retention of urine;16
685;Pneumothorax;Sharp chest pain;76
685;Pneumothorax;Shortness of breath;71
685;Pneumothorax;Shoulder pain;41
685;Pneumothorax;Difficulty breathing;41
685;Pneumothorax;Rib pain;41
685;Pneumothorax;Back pain;38
685;Pneumothorax;Cough;31
685;Pneumothorax;Side pain;23
685;Pneumothorax;Coughing up sputum;13
685;Pneumothorax;Drainage in throat;13
685;Pneumothorax;Drug abuse;13
685;Pneumothorax;Hurts to breath;7
686;De Quervain disease;Wrist pain;88
686;De Quervain disease;Hand or finger pain;73
686;De Quervain disease;Shoulder pain;43
686;De Quervain disease;Wrist swelling;37
686;De Quervain disease;Arm pain;31
686;De Quervain disease;Hand or finger swelling;23
686;De Quervain disease;Peripheral edema;13
686;De Quervain disease;Wrist stiffness or tightness;13
686;De Quervain disease;Abnormal involuntary movements;13
686;De Quervain disease;Lower body pain;13
687;Fracture of the vertebra;Back pain;79
687;Fracture of the vertebra;Low back pain;66
687;Fracture of the vertebra;Neck pain;47
687;Fracture of the vertebra;Hip pain;28
687;Fracture of the vertebra;Bones are painful;16
687;Fracture of the vertebra;Problems with movement;16
687;Fracture of the vertebra;Pelvic pain;10
687;Fracture of the vertebra;Leg stiffness or tightness;4
687;Fracture of the vertebra;Arm weakness;2
687;Fracture of the vertebra;Hand or finger stiffness or tightness;2
687;Fracture of the vertebra;Hip weakness;2
687;Fracture of the vertebra;Muscle stiffness or tightness;2
688;Human immunodeficiency virus infection (HIV);Drug abuse;9
688;Human immunodeficiency virus infection (HIV);Fears and phobias;2
688;Human immunodeficiency virus infection (HIV);Mouth pain;2
688;Human immunodeficiency virus infection (HIV);Nightmares;1
689;Mumps;Jaw swelling;86
689;Mumps;Ear pain;86
689;Mumps;Neck swelling;77
689;Mumps;Sore throat;77
689;Mumps;Fever;60
689;Mumps;Flu-like syndrome;60
689;Mumps;Swollen lymph nodes;60
689;Mumps;Fluid retention;60
689;Mumps;Nailbiting;6
689;Mumps;Shoulder swelling;6
689;Mumps;Eye strain;6
689;Mumps;Hip stiffness or tightness;6
690;Subarachnoid hemorrhage;Headache;71
690;Subarachnoid hemorrhage;Dizziness;35
690;Subarachnoid hemorrhage;Vomiting;31
690;Subarachnoid hemorrhage;Neck pain;31
690;Subarachnoid hemorrhage;Weakness;27
690;Subarachnoid hemorrhage;Fainting;27
690;Subarachnoid hemorrhage;Loss of sensation;21
690;Subarachnoid hemorrhage;Seizures;21
690;Subarachnoid hemorrhage;Symptoms of eye;15
690;Subarachnoid hemorrhage;Nosebleed;15
690;Subarachnoid hemorrhage;Bleeding from ear;15
690;Subarachnoid hemorrhage;Disturbance of memory;15
691;Acute fatty liver of pregnancy (AFLP);Pain during pregnancy;51
691;Acute fatty liver of pregnancy (AFLP);Sharp abdominal pain;51
691;Acute fatty liver of pregnancy (AFLP);Itching of skin;51
691;Acute fatty liver of pregnancy (AFLP);Eye strain;4
691;Acute fatty liver of pregnancy (AFLP);Wrist weakness;4
691;Acute fatty liver of pregnancy (AFLP);Itchy eyelid;4
691;Acute fatty liver of pregnancy (AFLP);Nailbiting;4
691;Acute fatty liver of pregnancy (AFLP);Hip stiffness or tightness;4
691;Acute fatty liver of pregnancy (AFLP);Elbow weakness;4
691;Acute fatty liver of pregnancy (AFLP);Elbow cramps or spasms;4
691;Acute fatty liver of pregnancy (AFLP);Emotional symptoms;4
691;Acute fatty liver of pregnancy (AFLP);Cross-eyed;4
692;Ectropion;Lacrimation;72
692;Ectropion;Pain in eye;66
692;Ectropion;Abnormal movement of eyelid;58
692;Ectropion;Symptoms of eye;58
692;Ectropion;Eye redness;47
692;Ectropion;Spots or clouds in vision;30
692;Ectropion;Eyelid lesion or rash;30
692;Ectropion;Foreign body sensation in eye;30
692;Ectropion;Swollen eye;30
692;Ectropion;Diminished vision;30
692;Ectropion;White discharge from eye;30
692;Ectropion;Itchiness of eye;30
693;Scar;Acne or pimples;34
693;Scar;Skin lesion;34
693;Scar;Abnormal appearing skin;26
693;Scar;Itching of skin;24
693;Scar;Skin growth;19
693;Scar;Skin moles;12
693;Scar;Skin dryness, peeling, scaliness, or roughness;12
693;Scar;Skin pain;10
693;Scar;Skin swelling;10
693;Scar;Mass on ear;10
693;Scar;Lump or mass of breast;8
693;Scar;Lip swelling;8
694;Lactose intolerance;Diarrhea;56
694;Lactose intolerance;Burning abdominal pain;42
694;Lactose intolerance;Headache;33
694;Lactose intolerance;Sharp abdominal pain;33
694;Lactose intolerance;Nasal congestion;33
694;Lactose intolerance;Shortness of breath;26
694;Lactose intolerance;Constipation;19
694;Lactose intolerance;Muscle pain;19
694;Lactose intolerance;Flatulence;19
694;Lactose intolerance;Weight gain;11
694;Lactose intolerance;Impotence;11
694;Lactose intolerance;Cramps and spasms;11
695;Eustachian tube dysfunction (ear disorder);Ear pain;75
695;Eustachian tube dysfunction (ear disorder);Diminished hearing;52
695;Eustachian tube dysfunction (ear disorder);Plugged feeling in ear;50
695;Eustachian tube dysfunction (ear disorder);Redness in ear;49
695;Eustachian tube dysfunction (ear disorder);Nasal congestion;45
695;Eustachian tube dysfunction (ear disorder);Sore throat;30
695;Eustachian tube dysfunction (ear disorder);Fluid in ear;30
695;Eustachian tube dysfunction (ear disorder);Dizziness;27
695;Eustachian tube dysfunction (ear disorder);Ringing in ear;23
695;Eustachian tube dysfunction (ear disorder);Abnormal breathing sounds;12
695;Eustachian tube dysfunction (ear disorder);Allergic reaction;11
695;Eustachian tube dysfunction (ear disorder);Swollen or red tonsils;10
696;Appendicitis;Sharp abdominal pain;91
696;Appendicitis;Lower abdominal pain;64
696;Appendicitis;Vomiting;57
696;Appendicitis;Nausea;54
696;Appendicitis;Fever;44
696;Appendicitis;Burning abdominal pain;41
696;Appendicitis;Side pain;29
696;Appendicitis;Diarrhea;25
696;Appendicitis;Upper abdominal pain;20
696;Appendicitis;Chills;11
696;Appendicitis;Decreased appetite;11
696;Appendicitis;Stomach bloating;5
697;Graves disease;Dizziness;27
697;Graves disease;Fatigue;27
697;Graves disease;Palpitations;21
697;Graves disease;Sweating;13
697;Graves disease;Abnormal involuntary movements;11
697;Graves disease;Weight gain;8
697;Graves disease;Leg cramps or spasms;8
697;Graves disease;Irregular heartbeat;8
697;Graves disease;Involuntary urination;6
697;Graves disease;Foot or toe swelling;6
697;Graves disease;Muscle cramps, contractures, or spasms;3
697;Graves disease;Hemoptysis;3
698;Dissociative disorder;Depressive or psychotic symptoms;83
698;Dissociative disorder;Anxiety and nervousness;66
698;Dissociative disorder;Depression;66
698;Dissociative disorder;Low self-esteem;30
698;Dissociative disorder;Excessive anger;30
698;Dissociative disorder;Disturbance of memory;18
698;Dissociative disorder;Delusions or hallucinations;18
698;Dissociative disorder;Back weakness;1
698;Dissociative disorder;Muscle swelling;1
698;Dissociative disorder;Elbow cramps or spasms;1
698;Dissociative disorder;Pus in urine;1
698;Dissociative disorder;Low back weakness;1
699;Open wound of the face;Facial pain;22
699;Open wound of the face;Leg stiffness or tightness;1
699;Open wound of the face;Feeling hot;1
699;Open wound of the face;Jaw swelling;1
699;Open wound of the face;Symptoms of the kidneys;1
699;Open wound of the face;Wrist swelling;1
699;Open wound of the face;Neck swelling;1
699;Open wound of the face;Redness in or around nose;1
699;Open wound of the face;Eyelid swelling;1
700;Dislocation of the vertebra;Neck pain;77
700;Dislocation of the vertebra;Back pain;70
700;Dislocation of the vertebra;Low back pain;59
700;Dislocation of the vertebra;Bones are painful;41
700;Dislocation of the vertebra;Hand or finger pain;41
700;Dislocation of the vertebra;Leg pain;41
700;Dislocation of the vertebra;Loss of sensation;41
700;Dislocation of the vertebra;Arm pain;41
700;Dislocation of the vertebra;Elbow weakness;3
700;Dislocation of the vertebra;Excessive growth;3
700;Dislocation of the vertebra;Feeling hot and cold;3
700;Dislocation of the vertebra;Wrist weakness;3
701;Phimosis;Penis pain;44
701;Phimosis;Penis redness;35
701;Phimosis;Retention of urine;24
701;Phimosis;Painful urination;18
701;Phimosis;Blood in urine;12
701;Phimosis;Penile discharge;4
701;Phimosis;Bumps on penis;4
701;Phimosis;Thirst;4
701;Phimosis;Symptoms of the scrotum and testes;4
701;Phimosis;Impotence;4
701;Phimosis;Itchiness of eye;4
702;Hyperemesis gravidarum;Vomiting;93
702;Hyperemesis gravidarum;Nausea;85
702;Hyperemesis gravidarum;Problems during pregnancy;74
702;Hyperemesis gravidarum;Sharp abdominal pain;66
702;Hyperemesis gravidarum;Pain during pregnancy;46
702;Hyperemesis gravidarum;Diarrhea;38
702;Hyperemesis gravidarum;Burning abdominal pain;33
702;Hyperemesis gravidarum;Dizziness;26
702;Hyperemesis gravidarum;Headache;25
702;Hyperemesis gravidarum;Weakness;23
702;Hyperemesis gravidarum;Vomiting blood;19
702;Hyperemesis gravidarum;Upper abdominal pain;19
703;Pregnancy;Uterine contractions;27
703;Pregnancy;Pain during pregnancy;25
703;Pregnancy;Problems during pregnancy;24
703;Pregnancy;Spotting or bleeding during pregnancy;8
703;Pregnancy;Cramps and spasms;4
703;Pregnancy;Pelvic pressure;2
704;Thalassemia;Congestion in chest;23
704;Thalassemia;Insomnia;23
704;Thalassemia;Fatigue;23
704;Thalassemia;Regurgitation;23
704;Thalassemia;Coryza;23
704;Thalassemia;Knee swelling;23
704;Thalassemia;Diminished vision;23
704;Thalassemia;Pain in testicles;23
704;Thalassemia;Arm pain;23
704;Thalassemia;Muscle swelling;1
704;Thalassemia;Low back weakness;1
704;Thalassemia;Elbow weakness;1
705;Placenta previa;Spotting or bleeding during pregnancy;60
705;Placenta previa;Pain during pregnancy;38
705;Placenta previa;Cramps and spasms;23
705;Placenta previa;Uterine contractions;23
705;Placenta previa;Delusions or hallucinations;13
705;Placenta previa;Problems during pregnancy;13
705;Placenta previa;Involuntary urination;13
705;Placenta previa;Vaginal discharge;13
706;Epidural hemorrhage;Back pain;63
706;Epidural hemorrhage;Depressive or psychotic symptoms;63
706;Epidural hemorrhage;Side pain;45
706;Epidural hemorrhage;Dizziness;45
706;Epidural hemorrhage;Leg pain;45
706;Epidural hemorrhage;Diminished hearing;45
706;Epidural hemorrhage;Elbow weakness;3
706;Epidural hemorrhage;Excessive growth;3
706;Epidural hemorrhage;Low back weakness;3
706;Epidural hemorrhage;Feeling hot and cold;3
706;Epidural hemorrhage;Wrist weakness;3
706;Epidural hemorrhage;Emotional symptoms;3
707;Septic arthritis;Knee pain;73
707;Septic arthritis;Knee swelling;56
707;Septic arthritis;Fever;42
707;Septic arthritis;Leg pain;26
707;Septic arthritis;Problems with movement;26
707;Septic arthritis;Hand or finger pain;26
707;Septic arthritis;Elbow pain;26
707;Septic arthritis;Feeling ill;19
707;Septic arthritis;Skin on arm or hand looks infected;19
707;Septic arthritis;Hip pain;19
707;Septic arthritis;Abnormal appearing skin;19
707;Septic arthritis;Elbow swelling;19
708;Athlete's foot;Skin rash;65
708;Athlete's foot;Foot or toe pain;61
708;Athlete's foot;Skin lesion;48
708;Athlete's foot;Itching of skin;48
708;Athlete's foot;Skin dryness, peeling, scaliness, or roughness;39
708;Athlete's foot;Skin on leg or foot looks infected;27
708;Athlete's foot;Abnormal appearing skin;27
708;Athlete's foot;Foot or toe swelling;24
708;Athlete's foot;Skin irritation;17
708;Athlete's foot;Irregular appearing nails;17
708;Athlete's foot;Skin swelling;13
708;Athlete's foot;Irregular appearing scalp;13
709;Pleural effusion;Sharp chest pain;82
709;Pleural effusion;Shortness of breath;76
709;Pleural effusion;Cough;62
709;Pleural effusion;Difficulty breathing;43
709;Pleural effusion;Hurts to breath;35
709;Pleural effusion;Back pain;32
709;Pleural effusion;Rib pain;31
709;Pleural effusion;Fever;24
709;Pleural effusion;Sharp abdominal pain;24
709;Pleural effusion;Drainage in throat;24
709;Pleural effusion;Weakness;21
709;Pleural effusion;Side pain;20
710;Aphakia;Diminished vision;73
710;Aphakia;Symptoms of eye;28
710;Aphakia;Pain in eye;28
710;Aphakia;Eye redness;28
710;Aphakia;Itchiness of eye;28
710;Aphakia;Spots or clouds in vision;21
710;Aphakia;Eye burns or stings;12
710;Aphakia;Mass on eyelid;12
711;Vulvar disorder;Skin lesion;39
711;Vulvar disorder;Vaginal discharge;39
711;Vulvar disorder;Vulvar irritation;35
711;Vulvar disorder;Vulvar sore;30
711;Vulvar disorder;Vaginal pain;30
711;Vulvar disorder;Skin growth;24
711;Vulvar disorder;Vaginal itching;24
711;Vulvar disorder;Painful urination;24
711;Vulvar disorder;Pain during intercourse;17
711;Vulvar disorder;Pelvic pain;17
711;Vulvar disorder;Lump or mass of breast;17
711;Vulvar disorder;Skin dryness, peeling, scaliness, or roughness;10
712;Vitamin B deficiency;Dizziness;70
712;Vitamin B deficiency;Elbow pain;41
712;Vitamin B deficiency;Allergic reaction;41
712;Vitamin B deficiency;Difficulty speaking;41
712;Vitamin B deficiency;Headache;41
712;Vitamin B deficiency;Muscle cramps, contractures, or spasms;41
712;Vitamin B deficiency;Vomiting;41
712;Vitamin B deficiency;Cough;41
712;Vitamin B deficiency;Nausea;41
712;Vitamin B deficiency;Knee pain;41
712;Vitamin B deficiency;Abnormal involuntary movements;41
712;Vitamin B deficiency;Hip pain;41
713;Sialoadenitis;Peripheral edema;77
713;Sialoadenitis;Facial pain;60
713;Sialoadenitis;Swollen lymph nodes;51
713;Sialoadenitis;Ear pain;51
713;Sialoadenitis;Jaw swelling;48
713;Sialoadenitis;Neck mass;46
713;Sialoadenitis;Neck swelling;43
713;Sialoadenitis;Sore throat;33
713;Sialoadenitis;Neck pain;33
713;Sialoadenitis;Cough;29
713;Sialoadenitis;Difficulty in swallowing;29
713;Sialoadenitis;Nasal congestion;24
714;Gynecomastia;Problems with shape or size of breast;67
714;Gynecomastia;Lump or mass of breast;61
714;Gynecomastia;Back pain;55
714;Gynecomastia;Pain or soreness of breast;53
714;Gynecomastia;Neck pain;39
714;Gynecomastia;Weight gain;12
714;Gynecomastia;Skin swelling;12
714;Gynecomastia;Bones are painful;7
714;Gynecomastia;Irregular belly button;7
715;Urinary tract infection;Painful urination;65
715;Urinary tract infection;Suprapubic pain;60
715;Urinary tract infection;Sharp abdominal pain;60
715;Urinary tract infection;Frequent urination;46
715;Urinary tract infection;Fever;42
715;Urinary tract infection;Vomiting;40
715;Urinary tract infection;Back pain;36
715;Urinary tract infection;Nausea;35
715;Urinary tract infection;Blood in urine;33
715;Urinary tract infection;Side pain;31
715;Urinary tract infection;Retention of urine;26
715;Urinary tract infection;Lower abdominal pain;25
716;Histoplasmosis;Lacrimation;65
716;Histoplasmosis;Ache all over;47
716;Histoplasmosis;Cough;47
716;Histoplasmosis;Double vision;47
716;Histoplasmosis;Eye redness;47
716;Histoplasmosis;Decreased appetite;47
716;Histoplasmosis;Diminished vision;47
716;Histoplasmosis;Elbow cramps or spasms;4
716;Histoplasmosis;Elbow weakness;4
716;Histoplasmosis;Excessive growth;4
716;Histoplasmosis;Low back weakness;4
716;Histoplasmosis;Feeling hot and cold;4
717;Erythema multiforme;Skin rash;92
717;Erythema multiforme;Fever;67
717;Erythema multiforme;Itching of skin;44
717;Erythema multiforme;Coryza;44
717;Erythema multiforme;Skin lesion;44
717;Erythema multiforme;Vomiting;44
717;Erythema multiforme;Mouth ulcer;34
717;Erythema multiforme;Skin pain;20
717;Erythema multiforme;Pain in eye;20
717;Erythema multiforme;Fluid retention;20
717;Erythema multiforme;Allergic reaction;20
717;Erythema multiforme;Difficulty in swallowing;20
718;Scoliosis;Back pain;66
718;Scoliosis;Low back pain;51
718;Scoliosis;Leg pain;31
718;Scoliosis;Problems with movement;16
718;Scoliosis;Lower body pain;8
718;Scoliosis;Leg weakness;4
718;Scoliosis;Knee swelling;4
718;Scoliosis;Unusual color or odor to urine;2
718;Scoliosis;Knee stiffness or tightness;2
718;Scoliosis;Foot or toe stiffness or tightness;2
718;Scoliosis;Muscle cramps, contractures, or spasms;2
718;Scoliosis;Stomach bloating;2
719;Bunion;Foot or toe pain;80
719;Bunion;Foot or toe lump or mass;31
719;Bunion;Knee pain;25
719;Bunion;Problems with movement;18
719;Bunion;Skin on leg or foot looks infected;18
719;Bunion;Skin moles;18
719;Bunion;Leg swelling;10
719;Bunion;Stiffness all over;10
719;Bunion;Skin growth;10
719;Bunion;Pain or soreness of breast;10
719;Bunion;Skin irritation;10
719;Bunion;Foot or toe swelling;10
720;Arrhythmia;Palpitations;61
720;Arrhythmia;Sharp chest pain;50
720;Arrhythmia;Dizziness;48
720;Arrhythmia;Irregular heartbeat;48
720;Arrhythmia;Increased heart rate;33
720;Arrhythmia;Shortness of breath;33
720;Arrhythmia;Difficulty breathing;31
720;Arrhythmia;Fainting;31
720;Arrhythmia;Weakness;31
720;Arrhythmia;Chest tightness;27
720;Arrhythmia;Fatigue;21
720;Arrhythmia;Leg cramps or spasms;2
721;Paget disease;Abnormal breathing sounds;37
721;Paget disease;Back pain;37
721;Paget disease;Apnea;37
721;Paget disease;Low back pain;37
721;Paget disease;Frequent urination;37
721;Paget disease;Sleepiness;37
721;Paget disease;Abnormal appearing skin;37
721;Paget disease;Ache all over;37
721;Paget disease;Ringing in ear;37
721;Paget disease;Delusions or hallucinations;37
721;Paget disease;Elbow cramps or spasms;3
721;Paget disease;Nailbiting;3
722;Trigeminal neuralgia;Facial pain;90
722;Trigeminal neuralgia;Headache;64
722;Trigeminal neuralgia;Dizziness;29
722;Trigeminal neuralgia;Loss of sensation;29
722;Trigeminal neuralgia;Symptoms of the face;25
722;Trigeminal neuralgia;Ache all over;25
722;Trigeminal neuralgia;Pain in eye;21
722;Trigeminal neuralgia;Toothache;17
722;Trigeminal neuralgia;Paresthesia;12
722;Trigeminal neuralgia;Abnormal involuntary movements;12
722;Trigeminal neuralgia;Swollen eye;12
722;Trigeminal neuralgia;Tongue pain;12
723;Ankylosing spondylitis;Back pain;74
723;Ankylosing spondylitis;Low back pain;72
723;Ankylosing spondylitis;Hip pain;57
723;Ankylosing spondylitis;Leg pain;52
723;Ankylosing spondylitis;Knee pain;28
723;Ankylosing spondylitis;Ache all over;24
723;Ankylosing spondylitis;Elbow pain;20
723;Ankylosing spondylitis;Lower body pain;16
723;Ankylosing spondylitis;Joint pain;11
723;Ankylosing spondylitis;Paresthesia;11
723;Ankylosing spondylitis;Rib pain;11
723;Ankylosing spondylitis;Stiffness all over;6
724;Peripheral nerve disorder;Loss of sensation;69
724;Peripheral nerve disorder;Leg pain;52
724;Peripheral nerve disorder;Paresthesia;46
724;Peripheral nerve disorder;Foot or toe pain;45
724;Peripheral nerve disorder;Dizziness;27
724;Peripheral nerve disorder;Back pain;25
724;Peripheral nerve disorder;Problems with movement;23
724;Peripheral nerve disorder;Arm pain;21
724;Peripheral nerve disorder;Abnormal involuntary movements;19
724;Peripheral nerve disorder;Leg weakness;16
724;Peripheral nerve disorder;Disturbance of memory;13
724;Peripheral nerve disorder;Arm weakness;6
725;Sebaceous cyst;Skin growth;80
725;Sebaceous cyst;Skin swelling;43
725;Sebaceous cyst;Skin lesion;31
725;Sebaceous cyst;Abnormal appearing skin;28
725;Sebaceous cyst;Neck mass;22
725;Sebaceous cyst;Back mass or lump;18
725;Sebaceous cyst;Acne or pimples;16
725;Sebaceous cyst;Arm lump or mass;14
725;Sebaceous cyst;Lump or mass of breast;13
725;Sebaceous cyst;Skin moles;13
725;Sebaceous cyst;Irregular appearing scalp;12
725;Sebaceous cyst;Hand or finger lump or mass;9
726;Poisoning due to antipsychotics;Anxiety and nervousness;50
726;Poisoning due to antipsychotics;Depressive or psychotic symptoms;50
726;Poisoning due to antipsychotics;Depression;50
726;Poisoning due to antipsychotics;Delusions or hallucinations;39
726;Poisoning due to antipsychotics;Sleepiness;24
726;Poisoning due to antipsychotics;Dizziness;24
726;Poisoning due to antipsychotics;Tongue lesions;24
726;Poisoning due to antipsychotics;Sharp chest pain;24
726;Poisoning due to antipsychotics;Difficulty speaking;24
726;Poisoning due to antipsychotics;Fainting;24
726;Poisoning due to antipsychotics;Insomnia;24
726;Poisoning due to antipsychotics;Chest tightness;24
727;Behcet disease;Vomiting;47
727;Behcet disease;Upper abdominal pain;47
727;Behcet disease;Sharp abdominal pain;47
727;Behcet disease;Diarrhea;47
727;Behcet disease;Depression;47
727;Behcet disease;Anxiety and nervousness;47
727;Behcet disease;Diminished vision;47
727;Behcet disease;Mouth ulcer;47
727;Behcet disease;Cough;47
727;Behcet disease;Neck pain;47
727;Behcet disease;Blindness;47
727;Behcet disease;Shortness of breath;47
728;Neurosis;Depressive or psychotic symptoms;75
728;Neurosis;Depression;55
728;Neurosis;Anxiety and nervousness;37
728;Neurosis;Hostile behavior;34
728;Neurosis;Delusions or hallucinations;29
728;Neurosis;Headache;27
728;Neurosis;Excessive anger;18
728;Neurosis;Insomnia;14
728;Neurosis;Drug abuse;10
728;Neurosis;Obsessions and compulsions;8
728;Neurosis;Temper problems;5
728;Neurosis;Smoking problems;5
729;Prostate cancer;Retention of urine;23
729;Prostate cancer;Blood in urine;17
729;Prostate cancer;Symptoms of prostate;15
729;Prostate cancer;Frequent urination;14
729;Prostate cancer;Involuntary urination;14
729;Prostate cancer;Impotence;12
729;Prostate cancer;Excessive urination at night;11
729;Prostate cancer;Flushing;3
729;Prostate cancer;Symptoms of bladder;3
729;Prostate cancer;Pain during intercourse;1
730;Cerebral edema;Headache;84
730;Cerebral edema;Neck pain;63
730;Cerebral edema;Focal weakness;52
730;Cerebral edema;Diminished vision;44
730;Cerebral edema;Vomiting;44
730;Cerebral edema;Difficulty speaking;34
730;Cerebral edema;Loss of sensation;34
730;Cerebral edema;Nausea;34
730;Cerebral edema;Problems with movement;34
730;Cerebral edema;Dizziness;34
730;Cerebral edema;Muscle stiffness or tightness;21
730;Cerebral edema;Arm pain;21
731;Dislocation of the finger;Hand or finger pain;79
731;Dislocation of the finger;Hand or finger swelling;38
731;Dislocation of the finger;Hand or finger stiffness or tightness;18
731;Dislocation of the finger;Wrist pain;13
731;Dislocation of the finger;Difficulty speaking;7
731;Dislocation of the finger;Joint pain;7
731;Dislocation of the finger;Hysterical behavior;7
732;Birth trauma;Arm stiffness or tightness;46
732;Birth trauma;Seizures;46
732;Birth trauma;Lack of growth;30
732;Birth trauma;Depressive or psychotic symptoms;30
732;Birth trauma;Nasal congestion;30
732;Birth trauma;Difficulty speaking;30
732;Birth trauma;Pus in sputum;2
732;Birth trauma;Emotional symptoms;2
732;Birth trauma;Itching of scrotum;2
732;Birth trauma;Muscle swelling;2
732;Birth trauma;Elbow cramps or spasms;2
732;Birth trauma;Low back weakness;2
733;Chronic pancreatitis;Sharp abdominal pain;86
733;Chronic pancreatitis;Vomiting;55
733;Chronic pancreatitis;Nausea;51
733;Chronic pancreatitis;Ache all over;39
733;Chronic pancreatitis;Burning abdominal pain;31
733;Chronic pancreatitis;Diarrhea;31
733;Chronic pancreatitis;Back pain;26
733;Chronic pancreatitis;Upper abdominal pain;26
733;Chronic pancreatitis;Abusing alcohol;15
733;Chronic pancreatitis;Regurgitation;8
733;Chronic pancreatitis;Leg weakness;8
733;Chronic pancreatitis;Skin growth;8
734;Hematoma;Sharp abdominal pain;37
734;Hematoma;Ache all over;25
734;Hematoma;Groin pain;25
734;Hematoma;Peripheral edema;20
734;Hematoma;Lump or mass of breast;20
734;Hematoma;Abnormal appearing skin;20
734;Hematoma;Arm swelling;20
734;Hematoma;Fluid retention;20
734;Hematoma;Swelling of scrotum;14
734;Hematoma;Lymphedema;14
734;Hematoma;Abdominal distention;8
734;Hematoma;Skin swelling;8
735;Carcinoid syndrome;Involuntary urination;77
735;Carcinoid syndrome;Knee lump or mass;11
735;Carcinoid syndrome;Neck cramps or spasms;11
735;Carcinoid syndrome;Excessive growth;11
735;Carcinoid syndrome;Vulvar sore;11
735;Carcinoid syndrome;Loss of sex drive;11
735;Carcinoid syndrome;Eye strain;11
735;Carcinoid syndrome;Shoulder swelling;11
735;Carcinoid syndrome;Nailbiting;11
735;Carcinoid syndrome;Wrist weakness;11
735;Carcinoid syndrome;Joint stiffness or tightness;11
735;Carcinoid syndrome;Itchy eyelid;11
736;Open wound of the head;Headache;30
736;Open wound of the head;Abusing alcohol;10
737;Seborrheic keratosis;Skin lesion;71
737;Seborrheic keratosis;Abnormal appearing skin;70
737;Seborrheic keratosis;Skin moles;56
737;Seborrheic keratosis;Skin growth;54
737;Seborrheic keratosis;Skin dryness, peeling, scaliness, or roughness;36
737;Seborrheic keratosis;Itching of skin;36
737;Seborrheic keratosis;Skin rash;28
